station_code,lat,lon,DateTimeStamp,Historical,ProvisionalPlus,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,Chlorophyll-a (ug/L),F_CHLA_N,Unnamed: 20,Date
apacpnut  ,29.6079,-85.0196,11/5/2007 13:50,1,1,1,1,,0.002,<-4> [SBL] ,0.016,<0>  ,,,,,0.003,<0>  ,4.7,<0>  ,,11/5/2007
apacpnut  ,29.6079,-85.0196,12/4/2007 12:30,1,1,1,1,,0.004,<0>  ,0.021,<0>  ,,,,,0.012,<0>  ,2.7,<0>  ,,12/4/2007
apacpnut  ,29.6079,-85.0196,1/6/2008 11:44,1,1,1,1,,0.003,<0>  ,0.017,<0>  ,,,,,0.01,<0>  ,0.4,<0>  ,,1/6/2008
apacpnut  ,29.6079,-85.0196,2/11/2008 11:40,1,1,1,1,,0.002,<-4> [SBL] ,0.03,<0>  ,,,,,0.138,<0>  ,3.4,<0>  ,,2/11/2008
apacpnut  ,29.6079,-85.0196,2/11/2008 11:42,1,1,1,2,,0.002,<-4> [SBL] ,0.031,<0>  ,,,,,0.14,<0>  ,2.9,<0>  ,,2/11/2008
apacpnut  ,29.6079,-85.0196,2/11/2008 11:44,1,1,1,3,,0.002,<-4> [SBL] ,0.03,<0>  ,,,,,0.134,<0>  ,2.9,<0>  ,,2/11/2008
apacpnut  ,29.6079,-85.0196,3/11/2008 10:41,1,1,1,1,,0.002,<0>  ,0.064,<0>  ,,,,,0.143,<0>  ,6.5,<0>  ,,3/11/2008
apacpnut  ,29.6079,-85.0196,4/21/2008 8:36,1,1,1,1,,0.002,<0>  ,0.024,<0>  ,,,,,0.178,<0>  ,4.9,<0>  ,,4/21/2008
apacpnut  ,29.6079,-85.0196,5/13/2008 11:50,1,1,1,1,,0.002,<-4> [SBL] ,0.045,<0>  ,,,,,0.055,<0>  ,14.5,<0>  ,,5/13/2008
apacpnut  ,29.6079,-85.0196,6/9/2008 8:36,1,1,1,1,,0.003,<0>  ,0.048,<0>  ,,,,,0.021,<0>  ,7.5,<0>  ,,6/9/2008
apacpnut  ,29.6079,-85.0196,7/8/2008 13:26,1,1,1,1,,0.003,<0>  ,0.038,<0>  ,,,,,0.017,<0>  ,9.6,<0>  ,,7/8/2008
apacpnut  ,29.6079,-85.0196,8/5/2008 7:56,1,1,1,1,,0.005,<0>  ,0.11,<0>  ,,,,,0.008,<0>  ,15.6,<0>  ,,8/5/2008
apacpnut  ,29.6079,-85.0196,9/8/2008 8:00,1,1,1,1,,0.005,<0>  ,0.097,<0>  ,,,,,0.034,<0>  ,5.8,<0>  ,,9/8/2008
apacpnut  ,29.6079,-85.0196,10/7/2008 11:57,1,1,1,1,,0.003,<0>  ,0.016,<0>  ,,,,,0.0062,<-4> [SBL] (CHB) ,5.8,<0>  ,,10/7/2008
apacpnut  ,29.6079,-85.0196,11/4/2008 8:35,1,1,1,1,,0.004,<0>  ,0.145,<0>  ,,,,,0.0062,<-4> [SBL] ,2.9,<0>  ,,11/4/2008
apacpnut  ,29.6079,-85.0196,12/3/2008 11:55,1,1,1,1,,0.002,<0> (CHB) ,0.026,<0>  ,,,,,0.096,<0>  ,5.4,<0>  ,,12/3/2008
apacpnut  ,29.6079,-85.0196,1/13/2009 10:29,1,1,1,1,,0.002,<0>  ,0.034,<0>  ,,,,,0.241,<0>  ,6.9,<0>  ,,1/13/2009
apacpnut  ,29.6079,-85.0196,2/10/2009 13:03,1,1,1,1,,0.002,<-4> [SBL] ,0.0117,<-4> [SBL] ,,,,,0.013,<0>  ,8,<0>  ,,2/10/2009
apacpnut  ,29.6079,-85.0196,3/10/2009 11:22,1,1,1,1,,0.002,<-4> [SBL] ,0.023,<0>  ,,,,,0.224,<0>  ,5.6,<0>  ,,3/10/2009
apacpnut  ,29.6079,-85.0196,3/10/2009 11:27,1,1,1,2,,0.002,<-4> [SBL] ,0.017,<0>  ,,,,,0.237,<0>  ,6,<0>  ,,3/10/2009
apacpnut  ,29.6079,-85.0196,3/10/2009 11:32,1,1,1,3,,0.002,<0>  ,0.021,<0>  ,,,,,0.237,<0>  ,5.8,<0>  ,,3/10/2009
apacpnut  ,29.6079,-85.0196,4/15/2009 11:14,1,1,1,1,{CRE} {CSM},0.018,<0>  ,0.049,<0>  ,,,,,0.193,<0>  ,2.4,<0>  ,,4/15/2009
apacpnut  ,29.6079,-85.0196,5/5/2009 13:35,1,1,1,1,,0.003,<0>  ,0.063,<0>  ,,,,,0.193,<0>  ,9.4,<0>  ,,5/5/2009
apacpnut  ,29.6079,-85.0196,6/9/2009 8:10,1,1,1,1,,0.004,<0>  ,0.11,<0>  ,,,,,0.117,<0>  ,6,<0>  ,,6/9/2009
apacpnut  ,29.6079,-85.0196,7/14/2009 12:08,1,1,1,1,,0.001,<0>  ,0.044,<0>  ,,,,,0.054,<0>  ,11.8,<0>  ,,7/14/2009
apacpnut  ,29.6079,-85.0196,8/4/2009 12:03,1,1,1,1,,0.001,<-4> [SBL] ,0.0193,<-4> [SBL] ,,,,,0.034,<0>  ,19.7,<0>  ,,8/4/2009
apacpnut  ,29.6079,-85.0196,9/8/2009 11:55,1,1,1,1,,0.006,<0>  ,0.11,<0>  ,,,,,0.004,<0>  ,7.2,<0>  ,,9/8/2009
apacpnut  ,29.6079,-85.0196,9/8/2009 11:56,1,1,1,2,,0.004,<0>  ,0.129,<0>  ,,,,,0.011,<0>  ,8.3,<0>  ,,9/8/2009
apacpnut  ,29.6079,-85.0196,9/8/2009 11:57,1,1,1,3,,0.006,<0>  ,0.028,<0>  ,,,,,0.011,<0>  ,7.4,<0>  ,,9/8/2009
apacpnut  ,29.6079,-85.0196,10/6/2009 9:30,1,1,1,1,,0.009,<0>  ,0.13,<0>  ,,,,,0.12,<0>  ,5.8,<0>  ,,10/6/2009
apacpnut  ,29.6079,-85.0196,11/3/2009 12:40,1,1,1,1,,0.002,<0>  ,0.026,<0>  ,,,,,0.041,<0>  ,6.9,<0>  ,,11/3/2009
apacpnut  ,29.6079,-85.0196,12/8/2009 11:30,1,1,1,1,,0.007,<0>  ,0.0193,<-4> [SBL] ,,,,,0.858,<1> [GQS] ,2.7,<0>  ,,12/8/2009
apacpnut  ,29.6079,-85.0196,1/12/2010 12:28,1,1,1,1,,0.006,<0>  ,0.028,<0>  ,,,,,0.4,<0> (CHB) ,1.8,<0>  ,,1/12/2010
apacpnut  ,29.6079,-85.0196,2/2/2010 13:31,1,1,1,1,,0.007,<0>  ,0.05,<0>  ,,,,,0.369,<0>  ,4.7,<0>  ,,2/2/2010
apacpnut  ,29.6079,-85.0196,3/4/2010 14:35,1,1,1,1,,0.002,<0>  ,0.023,<0>  ,,,,,0.43,<0>  ,5.1,<0>  ,,3/4/2010
apacpnut  ,29.6079,-85.0196,4/6/2010 8:31,1,1,1,1,,0.006,<0>  ,0.052,<0>  ,,,,,0.227,<0>  ,4.5,<0>  ,,4/6/2010
apacpnut  ,29.6079,-85.0196,5/5/2010 8:31,1,1,1,1,,0.004,<0>  ,0.073,<0>  ,,,,,0.156,<0>  ,5.1,<0>  ,,5/5/2010
apacpnut  ,29.6079,-85.0196,6/8/2010 14:03,1,1,1,1,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.025,<0>  ,13.6,<0>  ,,6/8/2010
apacpnut  ,29.6079,-85.0196,7/13/2010 12:38,1,1,1,1,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.022,<0>  ,13.4,<0>  ,,7/13/2010
apacpnut  ,29.6079,-85.0196,8/4/2010 7:24,1,1,1,1,,0.002,<-4> [SBL] ,0.044,<0>  ,,,,,0.034,<0>  ,11.6,<0>  ,,8/4/2010
apacpnut  ,29.6079,-85.0196,9/8/2010 11:40,1,1,1,1,,0.002,<-4> [SBL] ,0.043,<0>  ,,,,,0.0021,<-4> [SBL] ,11.6,<0>  ,,9/8/2010
apacpnut  ,29.6079,-85.0196,10/6/2010 9:58,1,1,1,1,,0.002,<0>  ,0.021,<0>  ,,,,,0.073,<0>  ,4.7,<0>  ,,10/6/2010
apacpnut  ,29.6079,-85.0196,10/6/2010 10:01,1,1,1,2,,0.002,<-4> [SBL] ,0.022,<0>  ,,,,,0.07,<0>  ,4,<0>  ,,10/6/2010
apacpnut  ,29.6079,-85.0196,10/6/2010 10:03,1,1,1,3,,0.002,<-4> [SBL] ,0.0177,<-4> [SBL] ,,,,,0.061,<0>  ,4.9,<0>  ,,10/6/2010
apacpnut  ,29.6079,-85.0196,11/2/2010 9:53,1,1,1,1,,0.009,<0>  ,0.048,<0>  ,,,,,0.018,<0>  ,3.8,<0> (CHB) ,,11/2/2010
apacpnut  ,29.6079,-85.0196,12/14/2010 12:26,1,1,1,1,,0.002,<0>  ,0.05,<0>  ,,,,,0.246,<0>  ,6.5,<0>  ,,12/14/2010
apacpnut  ,29.6079,-85.0196,1/11/2011 11:28,0,1,1,1,,0.003,<-4> [SBL] ,0.043,<0>  ,,,,,0.003,<-4> [SBL] (CUS) ,3.8,<0>  ,,1/11/2011
apacpnut  ,29.6079,-85.0196,2/9/2011 12:51,0,1,1,1,,0.005,<0>  ,0.015,<-4> [SBL] ,,,,,0.09,<0> (CUS) ,8.5,<0>  ,,2/9/2011
apacpnut  ,29.6079,-85.0196,2/9/2011 12:55,0,1,1,2,,0.004,<0>  ,0.015,<-4> [SBL] ,,,,,0.095,<0> (CUS) ,8.9,<0>  ,,2/9/2011
apacpnut  ,29.6079,-85.0196,2/9/2011 13:03,0,1,1,3,,0.004,<0>  ,0.015,<-4> [SBL] ,,,,,0.075,<0> (CUS) ,8.3,<0>  ,,2/9/2011
apacpnut  ,29.6079,-85.0196,3/2/2011 10:36,0,1,1,1,,0.004,<0>  ,0.015,<-4> [SBL] ,,,,,0.047,<0> (CUS) ,4.7,<0>  ,,3/2/2011
apacpnut  ,29.6079,-85.0196,4/6/2011 11:29,0,1,1,1,,0.003,<-4> [SBL] ,0.042,<0>  ,,,,,0.245,<0> (CUS) ,9.4,<0>  ,,4/6/2011
apacpnut  ,29.6079,-85.0196,5/11/2011 10:38,0,1,1,1,,0.003,<-4> [SBL] ,0.037,<0>  ,,,,,0.017,<0> (CUS) ,10.5,<0>  ,,5/11/2011
apacpnut  ,29.6079,-85.0196,6/7/2011 9:54,0,1,1,1,,0.003,<-4> [SBL] ,0.022,<0>  ,,,,,0.01,<0> (CUS) ,12.3,<0>  ,,6/7/2011
apacpnut  ,29.6079,-85.0196,7/13/2011 9:43,0,1,1,1,,0.003,<-4> [SBL] ,0.036,<0>  ,,,,,0.018,<0> (CUS) ,14.7,<0>  ,,7/13/2011
apacpnut  ,29.6079,-85.0196,8/3/2011 9:30,0,1,1,1,,0.003,<-4> [SBL] ,0.066,<0>  ,,,,,0.03,<0> (CUS) ,14.5,<0>  ,,8/3/2011
apacpnut  ,29.6079,-85.0196,9/7/2011 10:12,0,1,1,1,,0.003,<0>  ,0.084,<0>  ,,,,,0.065,<0> (CUS) ,10,<0>  ,,9/7/2011
apacpnut  ,29.6079,-85.0196,10/5/2011 11:05,0,1,1,1,,0.003,<-4> [SBL] ,0.062,<0>  ,,,,,0.003,<0> (CUS) ,6.2,<0>  ,,10/5/2011
apacpnut  ,29.6079,-85.0196,11/2/2011 9:34,0,1,1,1,,0.003,<-4> [SBL] ,0.018,<0>  ,,,,,0.004,<0> (CUS) ,6,<0>  ,,11/2/2011
apacpnut  ,29.6079,-85.0196,12/13/2011 11:15,0,1,1,1,,0.003,<-4> [SBL] ,0.032,<0>  ,,,,,0.007,<0> (CUS) ,3.4,<0>  ,,12/13/2011
apacpnut  ,29.6079,-85.0196,1/10/2012 10:20,0,1,1,1,,0.003,<-4> [SBL] ,0.03,<0>  ,,,,,0.0024,<-4> [SBL] ,4.02,<0>  ,,1/10/2012
apacpnut  ,29.6079,-85.0196,2/7/2012 11:41,0,1,1,1,,0.005,<0>  ,0.019,<0>  ,,,,,0.081,<0>  ,6.7,<0>  ,,2/7/2012
apacpnut  ,29.6079,-85.0196,3/5/2012 11:51,0,1,1,1,,0.003,<-4> [SBL] ,0.041,<0>  ,,,,,0.51,<0>  ,8.04,<0>  ,,3/5/2012
apacpnut  ,29.6079,-85.0196,4/4/2012 10:30,0,1,1,1,,0.003,<-4> [SBL] ,0.043,<0>  ,,,,,0.154,<0>  ,5.81,<0>  ,,4/4/2012
apacpnut  ,29.6079,-85.0196,5/9/2012 10:12,0,1,1,1,,0.003,<0>  ,0.053,<0>  ,,,,,0.006,<0>  ,8.94,<0>  ,,5/9/2012
apacpnut  ,29.6079,-85.0196,5/9/2012 10:15,0,1,1,2,,0.003,<-4> [SBL] ,0.022,<0>  ,,,,,0.009,<0>  ,9.16,<0>  ,,5/9/2012
apacpnut  ,29.6079,-85.0196,5/9/2012 10:20,0,1,1,3,,0.003,<0>  ,0.016,<0>  ,,,,,0.005,<0>  ,8.94,<0>  ,,5/9/2012
apacpnut  ,29.6079,-85.0196,6/5/2012 8:30,0,1,1,1,,0.003,<-4> [SBL] ,0.04,<0>  ,,,,,0.042,<0>  ,9.38,<0>  ,,6/5/2012
apacpnut  ,29.6079,-85.0196,7/3/2012 9:58,0,1,1,1,{CSM},0.004,<0>  ,0.094,<0>  ,,,,,0.06,<0>  ,5.81,<0>  ,,7/3/2012
apacpnut  ,29.6079,-85.0196,7/3/2012 9:59,0,1,1,2,{CSM},0.004,<0>  ,0.066,<0>  ,,,,,0.057,<0>  ,5.59,<0>  ,,7/3/2012
apacpnut  ,29.6079,-85.0196,7/3/2012 10:01,0,1,1,3,{CSM},0.005,<0>  ,0.069,<0>  ,,,,,0.057,<0>  ,8.04,<0>  ,,7/3/2012
apacpnut  ,29.6079,-85.0196,8/7/2012 9:53,0,1,1,1,{CSM},0.003,<-4> [SBL] ,0.05,<0>  ,,,,,0.049,<0>  ,6.7,<0>  ,,8/7/2012
apacpnut  ,29.6079,-85.0196,9/5/2012 10:56,0,1,1,1,,0.003,<-4> [SBL] ,0.026,<0>  ,,,,,0.007,<0>  ,8.71,<0>  ,,9/5/2012
apacpnut  ,29.6079,-85.0196,10/2/2012 9:22,0,1,1,1,,0.003,<-4> [SBL] ,0.042,<0>  ,,,,,0.011,<0>  ,13.85,<0>  ,,10/2/2012
apacpnut  ,29.6079,-85.0196,10/2/2012 9:27,0,1,1,2,,0.003,<-4> [SBL] ,0.024,<0>  ,,,,,0.011,<0>  ,13.41,<0>  ,,10/2/2012
apacpnut  ,29.6079,-85.0196,10/2/2012 9:32,0,1,1,3,,0.003,<0>  ,0.042,<0>  ,,,,,0.015,<0>  ,12.29,<0>  ,,10/2/2012
apacpnut  ,29.6079,-85.0196,11/6/2012 10:30,0,1,1,1,,0.003,<-4> [SBL] ,0.07,<0>  ,,,,,0.006,<0>  ,3.13,<0>  ,,11/6/2012
apacpnut  ,29.6079,-85.0196,11/26/2012 11:39,0,1,1,1,,0.003,<-4> [SBL] ,0.041,<0>  ,,,,,0.004,<0>  ,2.46,<0>  ,,11/26/2012
apacpnut  ,29.6079,-85.0196,1/8/2013 10:54,0,1,1,1,,0.003,<-4> [SBL] ,0.013,<-4> [SBL] ,,,,,0.004,<0>  ,2.23,<0>  ,,1/8/2013
apacpnut  ,29.6079,-85.0196,2/5/2013 10:23,0,1,1,1,,0.008,<0>  ,0.014,<0>  ,,,,,0.002,<-4> [SBL] ,4.02,<0>  ,,2/5/2013
apacpnut  ,29.6079,-85.0196,3/4/2013 15:44,0,1,1,1,,0.016,<0>  ,0.064,<0>  ,,,,,0.225,<0>  ,1.56,<0>  ,,3/4/2013
apacpnut  ,29.6079,-85.0196,3/4/2013 15:47,0,1,1,2,,0.011,<0>  ,0.072,<0>  ,,,,,0.248,<0>  ,2.68,<0>  ,,3/4/2013
apacpnut  ,29.6079,-85.0196,3/4/2013 15:51,0,1,1,3,,0.011,<0>  ,0.064,<0>  ,,,,,0.235,<0>  ,2.23,<0>  ,,3/4/2013
apacpnut  ,29.6079,-85.0196,4/2/2013 10:18,0,1,1,1,,0.003,<0>  ,0.063,<0>  ,,,,,0.276,<0>  ,10.5,<0>  ,,4/2/2013
apacpnut  ,29.6079,-85.0196,5/8/2013 10:07,0,1,1,1,,0.003,<0>  ,0.065,<0>  ,,,,,0.1,<0>  ,5.59,<0>  ,,5/8/2013
apacpnut  ,29.6079,-85.0196,6/3/2013 9:10,0,1,1,1,,0.003,<-4> [SBL] ,0.038,<1> [SRD] ,,,,,0.002,<-4> [SBL] ,,<-2> [GDM] ,,6/3/2013
apacpnut  ,29.6079,-85.0196,6/3/2013 9:12,0,1,1,2,,0.003,<-4> [SBL] ,0.063,<1> [SRD] ,,,,,0.002,<-4> [SBL] ,,<-2> [GDM] ,,6/3/2013
apacpnut  ,29.6079,-85.0196,6/3/2013 9:15,0,1,1,3,,0.003,<-4> [SBL] ,0.06,<1> [SRD] ,,,,,0.002,<-4> [SBL] ,5.81,<0>  ,,6/3/2013
apacpnut  ,29.6079,-85.0196,7/9/2013 8:56,0,1,1,1,,0.004,<0>  ,0.065,<0>  ,,,,,0.036,<0>  ,6.8,<0>  ,,7/9/2013
apacpnut  ,29.6079,-85.0196,8/12/2013 9:22,0,1,1,1,,0.004,<0>  ,0.019,<0>  ,,,,,0.019,<0>  ,11,<0>  ,,8/12/2013
apacpnut  ,29.6079,-85.0196,9/4/2013 8:13,0,1,1,1,,0.006,<0>  ,0.1,<0>  ,,,,,0.15,<0>  ,4.4,<0>  ,,9/4/2013
apacpnut  ,29.6079,-85.0196,10/8/2013 10:07,0,1,1,1,,0.005,<0>  ,0.033,<0>  ,,,,,0.069,<0>  ,7.4,<0>  ,,10/8/2013
apacpnut  ,29.6079,-85.0196,10/29/2013 9:30,0,1,1,1,,0.004,<0>  ,0.012,<0>  ,,,,,0.009,<0>  ,2.7,<0>  ,,10/29/2013
apacpnut  ,29.6079,-85.0196,12/3/2013 11:07,0,1,1,1,,0.005,<0>  ,0.01,<0>  ,,,,,0.15,<0>  ,5.9,<0>  ,,12/3/2013
apacpnut  ,29.6079,-85.0196,1/13/2014 11:11,1,1,1,1,,0.004,<-4> [SBL] ,0.021,<0>  ,,,,,0.32,<0>  ,5.4,<0>  ,,1/13/2014
apacpnut  ,29.6079,-85.0196,2/10/2014 10:05,1,1,1,1,,0.004,<-4> [SBL] ,0.012,<0>  ,,,,,0.22,<0>  ,6.3,<0>  ,,2/10/2014
apacpnut  ,29.6079,-85.0196,3/4/2014 10:14,1,1,1,1,,0.004,<-4> [SBL] ,0.022,<0>  ,,,,,0.19,<0>  ,3.8,<0>  ,,3/4/2014
apacpnut  ,29.6079,-85.0196,4/1/2014 8:58,1,1,1,1,,0.005,<0>  ,0.03,<0>  ,,,,,0.22,<0>  ,3,<0>  ,,4/1/2014
apacpnut  ,29.6079,-85.0196,5/6/2014 10:15,1,1,1,1,,0.01,<0>  ,0.063,<0>  ,,,,,0.31,<0>  ,1.7,<0>  ,,5/6/2014
apacpnut  ,29.6079,-85.0196,6/10/2014 10:16,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.13,<0>  ,11,<0>  ,,6/10/2014
apacpnut  ,29.6079,-85.0196,7/1/2014 12:56,1,1,1,1,,0.004,<-4> [SBL] ,0.011,<0>  ,,,,,0.005,<0>  ,15,<0>  ,,7/1/2014
apacpnut  ,29.6079,-85.0196,8/6/2014 9:10,1,1,1,1,,0.004,<-4> [SBL] ,0.018,<0>  ,,,,,0.008,<0>  ,12,<0>  ,,8/6/2014
apacpnut  ,29.6079,-85.0196,9/3/2014 9:30,1,1,1,1,,0.004,<-4> [SBL] ,0.048,<0>  ,,,,,0.004,<-4> [SBL] ,9.6,<0>  ,,9/3/2014
apacpnut  ,29.6079,-85.0196,10/7/2014 9:10,1,1,1,1,,0.004,<-4> [SBL] ,0.005,<0>  ,,,,,0.004,<-4> [SBL] ,7.3,<0>  ,,10/7/2014
apacpnut  ,29.6079,-85.0196,10/28/2014 8:55,1,1,1,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.012,<0>  ,6,<0>  ,,10/28/2014
apacpnut  ,29.6079,-85.0196,12/3/2014 9:00,1,1,1,1,,0.004,<-4> [SBL] ,0.038,<0>  ,,,,,0.012,<0>  ,5.6,<0>  ,,12/3/2014
apacpnut  ,29.6079,-85.0196,1/6/2015 13:41,1,1,1,1,,0.006,<0>  ,0.057,<0>  ,,,,,0.15,<0>  ,3,<0>  ,,1/6/2015
apacpnut  ,29.6079,-85.0196,2/11/2015 11:40,1,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.17,<0>  ,5.6,<0>  ,,2/11/2015
apacpnut  ,29.6079,-85.0196,3/10/2015 9:20,1,1,1,1,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.028,<0>  ,2.3,<0>  ,,3/10/2015
apacpnut  ,29.6079,-85.0196,4/6/2015 9:21,1,1,1,1,,0.004,<-4> [SBL] ,0.019,<0>  ,,,,,0.044,<0>  ,8.3,<0>  ,,4/6/2015
apacpnut  ,29.6079,-85.0196,5/7/2015 8:39,1,1,1,1,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.013,<0>  ,9.7,<0>  ,,5/7/2015
apacpnut  ,29.6079,-85.0196,6/2/2015 8:27,1,1,1,1,,0.004,<-4> [SBL] ,0.007,<0>  ,,,,,0.004,<-4> [SBL] ,9,<0>  ,,6/2/2015
apacpnut  ,29.6079,-85.0196,7/7/2015 8:45,1,1,1,1,,0.004,<-4> [SBL] ,0.02,<0>  ,,,,,0.015,<0>  ,10,<0>  ,,7/7/2015
apacpnut  ,29.6079,-85.0196,7/7/2015 8:50,1,1,1,2,,0.004,<-4> [SBL] ,0.012,<0>  ,,,,,0.014,<0>  ,11,<0>  ,,7/7/2015
apacpnut  ,29.6079,-85.0196,7/7/2015 8:55,1,1,1,3,,0.004,<-4> [SBL] ,0.02,<0>  ,,,,,0.016,<0>  ,8.8,<0>  ,,7/7/2015
apacpnut  ,29.6079,-85.0196,8/4/2015 9:14,1,1,1,1,,0.004,<-4> [SBL] ,0.012,<0>  ,,,,,0.02,<0>  ,11,<0>  ,,8/4/2015
apacpnut  ,29.6079,-85.0196,9/1/2015 9:00,1,1,1,1,,0.004,<0>  ,0.006,<0>  ,,,,,0.004,<-4> [SBL] ,12,<0>  ,,9/1/2015
apacpnut  ,29.6079,-85.0196,10/6/2015 8:55,1,1,1,1,,0.004,<-4> [SBL] ,0.015,<0>  ,,,,,0.021,<0>  ,6,<0>  ,,10/6/2015
apacpnut  ,29.6079,-85.0196,11/3/2015 9:48,1,1,1,1,,0.004,<-4> [SBL] ,0.024,<0>  ,,,,,0.006,<0>  ,2.8,<0>  ,,11/3/2015
apacpnut  ,29.6079,-85.0196,12/1/2015 10:43,1,1,1,1,,0.004,<0>  ,0.025,<0>  ,,,,,0.021,<0>  ,1.6,<0>  ,,12/1/2015
apacpnut  ,29.6079,-85.0196,1/13/2016 12:13,1,1,1,1,,0.01,<0>  ,0.031,<0>  ,,,,,0.22,<0>  ,1.5,<-4> [SBL] ,,1/13/2016
apacpnut  ,29.6079,-85.0196,2/17/2016 11:18,1,1,1,1,,0.006,<0>  ,0.011,<0>  ,,,,,0.38,<0>  ,7.3,<0>  ,,2/17/2016
apacpnut  ,29.6079,-85.0196,3/1/2016 9:59,1,1,1,1,,0.004,<-4> [SBL] ,0.006,<0>  ,,,,,0.28,<0>  ,7.9,<0>  ,,3/1/2016
apacpnut  ,29.6079,-85.0196,4/5/2016 9:37,1,1,1,1,,0.005,<0>  ,0.039,<0>  ,,,,,0.34,<0>  ,7.3,<0>  ,,4/5/2016
apacpnut  ,29.6079,-85.0196,5/10/2016 8:48,1,1,1,1,,0.004,<-4> [SBL] ,0.017,<0>  ,,,,,0.084,<0>  ,12,<0>  ,,5/10/2016
apacpnut  ,29.6079,-85.0196,5/10/2016 8:49,1,1,1,2,,0.004,<-4> [SBL] ,0.009,<0>  ,,,,,0.084,<0>  ,12,<0>  ,,5/10/2016
apacpnut  ,29.6079,-85.0196,5/10/2016 8:50,1,1,1,3,,0.004,<-4> [SBL] ,0.01,<0>  ,,,,,0.083,<0>  ,11,<0>  ,,5/10/2016
apacpnut  ,29.6079,-85.0196,6/1/2016 8:44,1,1,1,1,,0.004,<-4> [SBL] ,0.004,<0>  ,,,,,0.089,<0>  ,15,<0>  ,,6/1/2016
apacpnut  ,29.6079,-85.0196,7/5/2016 8:32,1,1,1,1,,0.005,<0>  ,0.023,<0>  ,,,,,0.049,<0>  ,14,<0>  ,,7/5/2016
apacpnut  ,29.6079,-85.0196,8/2/2016 8:29,1,1,1,1,,0.004,<-4> [SBL] ,0.017,<0>  ,,,,,0.005,<0>  ,10,<0>  ,,8/2/2016
apacpnut  ,29.6079,-85.0196,9/12/2016 9:05,1,1,1,1,,0.006,<0>  ,0.007,<0>  ,,,,,0.004,<-4> [SBL] ,5.7,<0>  ,,9/12/2016
apacpnut  ,29.6079,-85.0196,9/12/2016 9:07,1,1,1,2,,0.005,<0>  ,0.009,<0>  ,,,,,0.004,<-4> [SBL] ,7.7,<0>  ,,9/12/2016
apacpnut  ,29.6079,-85.0196,9/12/2016 9:09,1,1,1,3,,0.005,<0>  ,0.012,<0>  ,,,,,0.004,<-4> [SBL] ,6.3,<0>  ,,9/12/2016
apacpnut  ,29.6079,-85.0196,10/3/2016 8:14,1,1,1,1,,0.004,<0>  ,0.013,<0>  ,,,,,0.005,<0>  ,6.1,<0>  ,,10/3/2016
apacpnut  ,29.6079,-85.0196,11/1/2016 8:34,1,1,1,1,,0.004,<-4> [SBL] ,0.007,<0>  ,,,,,0.004,<-4> [SBL] ,4.4,<0>  ,,11/1/2016
apacpnut  ,29.6079,-85.0196,12/7/2016 10:22,1,1,1,1,,0.004,<-4> [SBL] ,0.018,<0>  ,,,,,0.013,<0>  ,3,<0>  ,,12/7/2016
apacpnut  ,29.6079,-85.0196,1/4/2017 9:39,0,1,1,1,,0.004,<-4> [SBL] ,0.017,<0>  ,,,,,0.04,<0>  ,4.1,<0>  ,,1/4/2017
apacpnut  ,29.6079,-85.0196,2/6/2017 9:18,0,1,1,1,,0.004,<-4> [SBL] ,0.024,<0>  ,,,,,0.13,<0>  ,5.4,<0>  ,,2/6/2017
apacpnut  ,29.6079,-85.0196,2/28/2017 9:41,0,1,1,1,,0.004,<-4> [SBL] ,0.015,<0>  ,,,,,0.026,<0>  ,4.9,<0>  ,,2/28/2017
apacpnut  ,29.6079,-85.0196,2/28/2017 9:43,0,1,1,2,,0.004,<-4> [SBL] ,0.013,<0>  ,,,,,0.026,<0>  ,5.7,<0>  ,,2/28/2017
apacpnut  ,29.6079,-85.0196,2/28/2017 9:45,0,1,1,3,,0.004,<-4> [SBL] ,0.017,<0>  ,,,,,0.029,<0>  ,5.1,<0>  ,,2/28/2017
apacpnut  ,29.6079,-85.0196,4/11/2017 7:32,0,1,1,1,,0.004,<0>  ,0.009,<0>  ,,,,,0.004,<-4> [SBL] ,9.2,<0>  ,,4/11/2017
apacpnut  ,29.6079,-85.0196,5/2/2017 8:32,0,1,1,1,,0.005,<0>  ,0.032,<0>  ,,,,,0.05,<0>  ,11,<0>  ,,5/2/2017
apacpnut  ,29.6079,-85.0196,6/8/2017 8:44,0,1,1,1,,0.004,<0>  ,0.022,<0>  ,,,,,0.018,<0>  ,12,<0>  ,,6/8/2017
apacpnut  ,29.6079,-85.0196,7/5/2017 8:11,0,1,1,1,,0.004,<-4> [SBL] ,0.008,<0>  ,,,,,0.02,<0>  ,13,<0>  ,,7/5/2017
